빌드_날짜,총_검색결과,검색_시작,출력_개수,뉴스_제목,원본_URL,네이버_URL,뉴스_요약,게시_날짜
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,3대 게임체인저 등 신<b>산업</b> 정책금융 76조 쏟는다…신성장 4.0 가속화,https://www.newsis.com/view/NISX20250318_0003103851,https://n.news.naver.com/mnews/article/003/0013127564?sid=101,인천항 <b>스마트</b> 공동물류센터 완공도 연내에 예정돼 있다. <b>스마트</b>농업관리사 자격시험은 하반기 첫... 신<b>기술</b>·신<b>산업</b> 분야 규제 공백을 최소화하고 기존 <b>산업</b>에 적용되던 규제를 시장 형성 속도에 맞추어 신속하게... ,"Wed, 19 Mar 2025 08:30:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,예천에 디지털 <b>기술</b> 적용 '첨단 농업타운' 조성…510억 투입,https://www.yna.co.kr/view/AKR20250319044200053?input=1195m,https://n.news.naver.com/mnews/article/001/0015273424?sid=102,"친환경 곤충·양잠<b>산업</b>을 육성하고 고부가가치를 창출하기 위해 사육 및 연구시설, 양잠<b>산업</b> 지원센터, 가공·유통 시설 등을 구축한다. 지역특화 임대형 <b>스마트</b>팜은 4만㎡ 규모의 첨단온실로 정보통신<b>기술</b>(ICT)과 연계한... ","Wed, 19 Mar 2025 09:41:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,'고창 김치특화<b>산업</b>지구' 육성 본격화,http://www.fnnews.com/news/202503191150415567,https://n.news.naver.com/mnews/article/014/0005323129?sid=102,"19일 전북도에 따르면 지난해 9월 농생명<b>산업</b>지구 선도지역으로 선정한 7개소 중 하나인 고창 사시사철김치특화<b>산업</b>지구를 중심으로 <b>스마트</b> 정밀농업, 저장 <b>기술</b> 고도화 및 절임배추·양념 생산시설 구축 등을 추진한다.... ","Wed, 19 Mar 2025 11:53:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,경북 예천에 디지털 <b>기술</b> 적용된 ‘첨단 농업타운’ 조성,https://www.kmib.co.kr/article/view.asp?arcid=0027878447&code=61122022&cp=nv,https://n.news.naver.com/mnews/article/005/0001764107?sid=102,"예천 디지털 혁신 농업타운은 미래 농업을 선도할 디지털<b>기술</b>을 적용한 첨단 농업단지로 20㏊ 부지에 곤충·양잠<b>산업</b> 거점 단지, 임대형 <b>스마트</b> 팜, 수직농장 등의 시설이 조성된다. 곤충·양잠<b>산업</b> 거점 단지는 1만 5470... ","Wed, 19 Mar 2025 15:25:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,"LG전자, 美서 자동차 부문 혁신 기업 선정…&quot;차별화된 <b>기술</b>력 인정&quot;",https://www.news1.kr/industry/general-industry/5723673,https://n.news.naver.com/mnews/article/421/0008138085?sid=101,경제·경영·<b>기술</b>·디자인 등 다양한 <b>산업</b>군에서 의미 있는 영향력을 미친 기업을 평가하고 있다.... ACP는 LG전자 독자 <b>스마트</b> TV 플랫폼 webOS가 제공하는 다양한 고객경험을 차량 내부로 확장한 것으로... ,"Wed, 19 Mar 2025 10:00:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,"삼성전자, 위기를 기회로… ‘초격차 <b>기술</b>’ 재도약",https://www.kyeonggi.com/article/20250319580314,https://n.news.naver.com/mnews/article/666/0000067460?sid=101,"한 부회장은 “지난해는 반도체 <b>산업</b>의 경쟁 심화와 IT <b>기술</b>의 급변 등 어려운 경영 환경 속에서도 매출... 특히 <b>스마트</b>폰, TV, 가전 등 전 제품에 AI를 적용하고, <b>스마트</b>싱스 기반의 연결성을 강화해 고객 가치를 높일... ","Wed, 19 Mar 2025 17:07:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,쌀 남아 돌고 수산물 소비 느는데 맞춰 농지로 활용했던 간척지 <b>스마트</b>...,http://www.segye.com/newsView/20250318507677?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004019872?sid=102,"수<b>산업</b> 패러다임 전환 프로젝트가 급물살을 타고 있다. 농지로 활용해 온 간척지를 수<b>산업</b> 관련 단지로... 정보통신<b>기술</b>(ICT)과 인공지능(AI) 등 <b>스마트 기술</b>을 활용해 양식장을 구축하고, 바다송어 등 냉수성 어종과... ","Tue, 18 Mar 2025 11:20:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,건산연 &quot;지속가능한 성장동력 확보 위해 '건설<b>산업</b> 재탄생' 필요&quot;,https://www.newsis.com/view/NISX20250318_0003103097,https://n.news.naver.com/mnews/article/003/0013126201?sid=101,"상품 <b>기술</b> 혁신을 위해서는 민간 주도의 주택 <b>산업</b> 선진화, <b>스마트</b> 도시에서 건설 <b>산업</b>의 역할 확대, 건설 금융의 투명화 및 안정화를 통해 소비자 맞춤형 투자 환경을 조성해야 한다&quot;고 밝혔다. 나 실장은 민간 주도의... ","Tue, 18 Mar 2025 14:00:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,"동의대, 글로컬대학 에이지 테크 <b>산업</b> 집중 전략",https://www.yna.co.kr/view/AKR20250318077600051?input=1195m,https://n.news.naver.com/mnews/article/001/0015271414?sid=105,"동의대는 대학 특성화 분야인 바이오헬스, 공공·사회복지, 관광컨벤션, <b>스마트</b>·IT·제조<b>기술</b> 분야와 부산시 전략<b>산업</b>인 바이오헬스, 라이프스타일, 문화관광, 디지털테크, 융합부품소재 <b>산업</b>을 연계해 지역 에이지 테크... ","Tue, 18 Mar 2025 11:07:00 +0900"
"Wed, 19 Mar 2025 21:10:17 +0900",1214601,1,10,AI·로봇·<b>스마트</b> 헬스케어…융복합 의료<b>기술</b>의 향연,https://www.hankyung.com/article/2025031934181,https://n.news.naver.com/mnews/article/015/0005108024?sid=102,"코엑스 콘퍼런스센터에서는 미래 의료<b>산업</b>을 전망하고 대응하는 의료 트렌드 세미나, 의료<b>기술</b> 세미나, K-의료<b>산업</b> 글로벌 시장진출 세미나, 개원의를 위한 창업 및 컨설팅 세미나, <b>스마트</b> 헬스케어 세미나... ","Wed, 19 Mar 2025 16:25:00 +0900"
